month,state,killed,injured
2017-02,New York,,
2017-01,New York,,
2016-12,New York,,
2016-11,New York,,
2016-10,New York,,
2016-09,New York,,
2016-08,New York,,
2016-07,New York,,
2016-06,New York,,
2016-05,New York,,
2016-04,New York,,
2016-03,New York,,
2016-02,New York,,
2016-01,New York,,
2015-12,New York,,
2015-11,New York,,
2015-10,New York,,
2015-09,New York,,
2015-08,New York,,
2015-07,New York,,
2015-06,New York,,
2015-05,New York,,
2015-04,New York,,
2015-03,New York,,
2015-02,New York,,
2015-01,New York,,
2014-12,New York,,
2014-11,New York,,
8-Aug-01,North Carolina,1,1
13-Jul-,North Carolina,0,1
31-May-,North Carolina,0,1
27-Apr-,North Carolina,0,1
14-Jan-,North Carolina,0,1
22-Nov-,North Carolina,0,1
22-Oct-,North Carolina,0,1
22-Sep-,North Carolina,0,1
16-Sep-,North Carolina,0,1
18-Jun-,North Carolina,0,1
13-Jun-,North Carolina,0,1
12-Jun-,North Carolina,0,1
10-May-,North Carolina,0,1
28-Apr-,North Carolina,0,1
31-Dec-,North Carolina,0,1
18-Dec-,North Carolina,0,1
25-Nov-,North Carolina,0,1
20-Sep-,North Carolina,0,1
24-Jul-,North Carolina,0,1
16-Jun-,North Carolina,0,1
1-Apr-01,North Carolina,0,1
28-Mar-,North Carolina,0,1
27-Feb-,North Carolina,0,1
6-Feb-01,North Carolina,0,1
16-Jan-,North Carolina,0,1
31-Oct-,North Carolina,0,1
27-May-,North Carolina,0,2
17-May-,North Carolina,0,1
4-Feb-01,North Carolina,0,1
2018-09,North Carolina,,
2018-08,North Carolina,,
2018-07,North Carolina,,
2018-06,North Carolina,,
2018-05,North Carolina,,
2018-04,North Carolina,,
2018-03,North Carolina,,
2018-02,North Carolina,,
2018-01,North Carolina,,
2017-12,North Carolina,,
2017-11,North Carolina,,
2017-10,North Carolina,,
2017-09,North Carolina,,
2017-08,North Carolina,,
2017-07,North Carolina,,
2017-06,North Carolina,,
2017-05,North Carolina,,
2017-04,North Carolina,,
2017-03,North Carolina,,
2017-02,North Carolina,,
2017-01,North Carolina,,
2016-12,North Carolina,,
2016-11,North Carolina,,
2016-10,North Carolina,,
2016-09,North Carolina,,
2016-08,North Carolina,,
2016-07,North Carolina,,
2016-06,North Carolina,,
2016-05,North Carolina,,
2016-04,North Carolina,,
2016-03,North Carolina,,
2016-02,North Carolina,,
2016-01,North Carolina,,
2015-12,North Carolina,,
2015-11,North Carolina,,
2015-10,North Carolina,,
2015-09,North Carolina,,
2015-08,North Carolina,,
2015-07,North Carolina,,
2015-06,North Carolina,,
2015-05,North Carolina,,
2015-04,North Carolina,,
2015-03,North Carolina,,
2015-02,North Carolina,,
2015-01,North Carolina,,
2014-12,North Carolina,,
2014-11,North Carolina,,
9-Aug-01,North Dakota,0,1
28-Apr-,North Dakota,0,1
16-Oct-,North Dakota,0,1
5-Oct-01,North Dakota,0,1
2018-09,North Dakota,,
2018-08,North Dakota,,
2018-07,North Dakota,,
2018-06,North Dakota,,
2018-05,North Dakota,,
2018-04,North Dakota,,
2018-03,North Dakota,,
2018-02,North Dakota,,
2018-01,North Dakota,,
2017-12,North Dakota,,
2017-11,North Dakota,,
2017-10,North Dakota,,
2017-09,North Dakota,,
2017-08,North Dakota,,
2017-07,North Dakota,,
2017-06,North Dakota,,
2017-05,North Dakota,,
2017-04,North Dakota,,
2017-03,North Dakota,,
2017-02,North Dakota,,
2017-01,North Dakota,,
2016-12,North Dakota,,
2016-11,North Dakota,,
2016-10,North Dakota,,
2016-09,North Dakota,,
2016-08,North Dakota,,
2016-07,North Dakota,,
2016-06,North Dakota,,
2016-05,North Dakota,,
2016-04,North Dakota,,
2016-03,North Dakota,,
2016-02,North Dakota,,
2016-01,North Dakota,,
2015-12,North Dakota,,
2015-11,North Dakota,,
2015-10,North Dakota,,
2015-09,North Dakota,,
2015-08,North Dakota,,
2015-07,North Dakota,,
2015-06,North Dakota,,
2015-05,North Dakota,,
2015-04,North Dakota,,
2015-03,North Dakota,,
2015-02,North Dakota,,
2015-01,North Dakota,,
2014-12,North Dakota,,
2014-11,North Dakota,,
30-Sep-,Ohio,0,1
22-Jul-,Ohio,0,1
6-Jul-01,Ohio,0,1
30-Jun-,Ohio,0,1
18-Jun-,Ohio,0,1
24-May-,Ohio,0,1
13-Mar-,Ohio,0,1
16-Feb-,Ohio,0,1
14-Jan-,Ohio,0,1
21-Nov-,Ohio,0,1
3-Nov-01,Ohio,0,1
26-Aug-,Ohio,0,1
19-Aug-,Ohio,0,1
2-Aug-01,Ohio,0,1
24-Jun-,Ohio,0,1
29-May-,Ohio,0,1
21-Feb-,Ohio,0,1
9-Feb-01,Ohio,0,1
2-Jan-01,Ohio,0,1
20-Dec-,Ohio,0,1
14-Dec-,Ohio,0,1
26-Oct-,Ohio,0,1
22-Oct-,Ohio,0,2
1-Oct-01,Ohio,0,1
16-Jun-,Ohio,0,1
7-Jun-01,Ohio,0,1
28-May-,Ohio,0,2
27-May-,Ohio,0,2
12-May-,Ohio,0,1
26-Apr-,Ohio,0,1
22-Mar-,Ohio,0,1
25-Feb-,Ohio,0,1
7-Feb-01,Ohio,0,1
31-Dec-,Ohio,0,1
2-Dec-01,Ohio,0,1
23-Nov-,Ohio,0,1
1-Nov-01,Ohio,0,1
6-Oct-01,Ohio,0,1
2-Oct-01,Ohio,0,1
24-Sep-,Ohio,0,1
20-Sep-,Ohio,0,1
17-Sep-,Ohio,0,1
12-Sep-,Ohio,0,1
29-Aug-,Ohio,0,1
24-Aug-,Ohio,0,1
25-Jul-,Ohio,0,1
23-Jul-,Ohio,0,1
18-Jul-,Ohio,0,1
15-Jul-,Ohio,0,1
5-Jul-01,Ohio,0,1
5-Mar-01,Ohio,0,1
28-Jan-,Ohio,0,1
30-Dec-,Ohio,0,2
7-Dec-01,Ohio,0,1
2018-09,Ohio,,
2018-08,Ohio,,
2018-07,Ohio,,
2018-06,Ohio,,
2018-05,Ohio,,
2018-04,Ohio,,
2018-03,Ohio,,
2018-02,Ohio,,
2018-01,Ohio,,
2017-12,Ohio,,
2017-11,Ohio,,
2017-10,Ohio,,
2017-09,Ohio,,
2017-08,Ohio,,
2017-07,Ohio,,
2017-06,Ohio,,
2017-05,Ohio,,
2017-04,Ohio,,
2017-03,Ohio,,
2017-02,Ohio,,
2017-01,Ohio,,
2016-12,Ohio,,
2016-11,Ohio,,
2016-10,Ohio,,
2016-09,Ohio,,
2016-08,Ohio,,
2016-07,Ohio,,
2016-06,Ohio,,
2016-05,Ohio,,
2016-04,Ohio,,
2016-03,Ohio,,
2016-02,Ohio,,
2016-01,Ohio,,
2015-12,Ohio,,
2015-11,Ohio,,
2015-10,Ohio,,
2015-09,Ohio,,
2015-08,Ohio,,
2015-07,Ohio,,
2015-06,Ohio,,
2015-05,Ohio,,
2015-04,Ohio,,
2015-03,Ohio,,
2015-02,Ohio,,
2015-01,Ohio,,
2014-12,Ohio,,
2014-11,Ohio,,
5-Jul-01,Oklahoma,0,1
24-Jun-,Oklahoma,0,1
22-Feb-,Oklahoma,0,1
22-Oct-,Oklahoma,0,1
17-Jun-,Oklahoma,1,2
5-Dec-01,Oklahoma,0,1
30-Nov-,Oklahoma,0,1
29-May-,Oklahoma,0,1
15-Nov-,Oklahoma,0,1
7-Nov-01,Oklahoma,0,1
2-Oct-01,Oklahoma,0,1
14-Sep-,Oklahoma,0,1
7-Mar-01,Oklahoma,0,1
2018-09,Oklahoma,,
2018-08,Oklahoma,,
2018-07,Oklahoma,,
2018-06,Oklahoma,,
2018-05,Oklahoma,,
2018-04,Oklahoma,,
2018-03,Oklahoma,,
2018-02,Oklahoma,,
2018-01,Oklahoma,,
2017-12,Oklahoma,,
2017-11,Oklahoma,,
2017-10,Oklahoma,,
2017-09,Oklahoma,,
2017-08,Oklahoma,,
2017-07,Oklahoma,,
2017-06,Oklahoma,,
2017-05,Oklahoma,,
2017-04,Oklahoma,,
2017-03,Oklahoma,,
2017-02,Oklahoma,,
2017-01,Oklahoma,,
2016-12,Oklahoma,,
2016-11,Oklahoma,,
2016-10,Oklahoma,,
2016-09,Oklahoma,,
2016-08,Oklahoma,,
2016-07,Oklahoma,,
2016-06,Oklahoma,,
2016-05,Oklahoma,,
2016-04,Oklahoma,,
2016-03,Oklahoma,,
2016-02,Oklahoma,,
2016-01,Oklahoma,,
2015-12,Oklahoma,,
2015-11,Oklahoma,,
2015-10,Oklahoma,,
2015-09,Oklahoma,,
2015-08,Oklahoma,,
2015-07,Oklahoma,,
2015-06,Oklahoma,,
2015-05,Oklahoma,,
2015-04,Oklahoma,,
2015-03,Oklahoma,,
2015-02,Oklahoma,,
2015-01,Oklahoma,,
2014-12,Oklahoma,,
2014-11,Oklahoma,,
11-Jul-,Oregon,0,1
9-Nov-01,Oregon,0,1
16-May-,Oregon,0,1
13-Nov-,Oregon,0,1
14-Nov-,Oregon,0,1
7-Jun-01,Oregon,0,1
2-Jan-01,Oregon,0,1
2018-09,Oregon,,
2018-08,Oregon,,
2018-07,Oregon,,
2018-06,Oregon,,
2018-05,Oregon,,
2018-04,Oregon,,
2018-03,Oregon,,
2018-02,Oregon,,
2018-01,Oregon,,
2017-12,Oregon,,
2017-11,Oregon,,
2017-10,Oregon,,
2017-09,Oregon,,
2017-08,Oregon,,
2017-07,Oregon,,
2017-06,Oregon,,
2017-05,Oregon,,
2017-04,Oregon,,
2017-03,Oregon,,
2017-02,Oregon,,
2017-01,Oregon,,
2016-12,Oregon,,
2016-11,Oregon,,
2016-10,Oregon,,
2016-09,Oregon,,
2016-08,Oregon,,
2016-07,Oregon,,
2016-06,Oregon,,
2016-05,Oregon,,
2016-04,Oregon,,
2016-03,Oregon,,
2016-02,Oregon,,
2016-01,Oregon,,
2015-12,Oregon,,
2015-11,Oregon,,
2015-10,Oregon,,
2015-09,Oregon,,
2015-08,Oregon,,
2015-07,Oregon,,
2015-06,Oregon,,
2015-05,Oregon,,
2015-04,Oregon,,
2015-03,Oregon,,
2015-02,Oregon,,
2015-01,Oregon,,
2014-12,Oregon,,
2014-11,Oregon,,
27-Jan-,Pennsylvania,0,1
21-Dec-,Pennsylvania,0,1
11-Dec-,Pennsylvania,0,1
4-Sep-01,Pennsylvania,0,1
8-Aug-01,Pennsylvania,0,1
7-Aug-01,Pennsylvania,0,1
6-May-01,Pennsylvania,0,1
24-Apr-,Pennsylvania,0,1
8-Apr-01,Pennsylvania,0,1
3-Feb-01,Pennsylvania,0,1
15-Jan-,Pennsylvania,0,1
27-Dec-,Pennsylvania,0,1
31-Oct-,Pennsylvania,0,1
2-Oct-01,Pennsylvania,0,1
29-Aug-,Pennsylvania,0,2
14-Aug-,Pennsylvania,0,1
9-Aug-01,Pennsylvania,0,1
6-Jul-01,Pennsylvania,0,1
11-Apr-,Pennsylvania,0,1
12-Mar-,Pennsylvania,0,1
25-Nov-,Pennsylvania,0,1
5-Sep-01,Pennsylvania,0,1
19-Aug-,Pennsylvania,0,1
17-Jun-,Pennsylvania,0,1
29-May-,Pennsylvania,0,1
2-May-01,Pennsylvania,0,1
21-Mar-,Pennsylvania,0,1
6-Jan-01,Pennsylvania,0,1
2018-09,Pennsylvania,,
2018-08,Pennsylvania,,
2018-07,Pennsylvania,,
2018-06,Pennsylvania,,
2018-05,Pennsylvania,,
2018-04,Pennsylvania,,
2018-03,Pennsylvania,,
2018-02,Pennsylvania,,
2018-01,Pennsylvania,,
2017-12,Pennsylvania,,
2017-11,Pennsylvania,,
2017-10,Pennsylvania,,
2017-09,Pennsylvania,,
2017-08,Pennsylvania,,
2017-07,Pennsylvania,,
2017-06,Pennsylvania,,
2017-05,Pennsylvania,,
2017-04,Pennsylvania,,
2017-03,Pennsylvania,,
2017-02,Pennsylvania,,
2017-01,Pennsylvania,,
2016-12,Pennsylvania,,
2016-11,Pennsylvania,,
2016-10,Pennsylvania,,
2016-09,Pennsylvania,,
2016-08,Pennsylvania,,
2016-07,Pennsylvania,,
2016-06,Pennsylvania,,
2016-05,Pennsylvania,,
2016-04,Pennsylvania,,
2016-03,Pennsylvania,,
2016-02,Pennsylvania,,
2016-01,Pennsylvania,,
2015-12,Pennsylvania,,
2015-11,Pennsylvania,,
2015-10,Pennsylvania,,
2015-09,Pennsylvania,,
2015-08,Pennsylvania,,
2015-07,Pennsylvania,,
2015-06,Pennsylvania,,
2015-05,Pennsylvania,,
2015-04,Pennsylvania,,
2015-03,Pennsylvania,,
2015-02,Pennsylvania,,
2015-01,Pennsylvania,,
2014-12,Pennsylvania,,
2014-11,Pennsylvania,,
2018-09,Puerto Rico,,
2018-08,Puerto Rico,,
2018-07,Puerto Rico,,
2018-06,Puerto Rico,,
2018-05,Puerto Rico,,
2018-04,Puerto Rico,,
2018-03,Puerto Rico,,
2018-02,Puerto Rico,,
2018-01,Puerto Rico,,
2017-12,Puerto Rico,,
2017-11,Puerto Rico,,
2017-10,Puerto Rico,,
2017-09,Puerto Rico,,
2017-08,Puerto Rico,,
2017-07,Puerto Rico,,
2017-06,Puerto Rico,,
2017-05,Puerto Rico,,
2017-04,Puerto Rico,,
2017-03,Puerto Rico,,
2017-02,Puerto Rico,,
2017-01,Puerto Rico,,
2016-12,Puerto Rico,,
2016-11,Puerto Rico,,
2016-10,Puerto Rico,,
2016-09,Puerto Rico,,
2016-08,Puerto Rico,,
2016-07,Puerto Rico,,
2016-06,Puerto Rico,,
2016-05,Puerto Rico,,
2016-04,Puerto Rico,,
2016-03,Puerto Rico,,
2016-02,Puerto Rico,,
2016-01,Puerto Rico,,
2015-12,Puerto Rico,,
2015-11,Puerto Rico,,
2015-10,Puerto Rico,,
2015-09,Puerto Rico,,
2015-08,Puerto Rico,,
2015-07,Puerto Rico,,
2015-06,Puerto Rico,,
2015-05,Puerto Rico,,
2015-04,Puerto Rico,,
2015-03,Puerto Rico,,
2015-02,Puerto Rico,,
2015-01,Puerto Rico,,
2014-12,Puerto Rico,,
2014-11,Puerto Rico,,
5-Sep-01,Rhode Island,1,1
25-Apr-,Rhode Island,0,1
2018-09,Rhode Island,,
2018-08,Rhode Island,,
2018-07,Rhode Island,,
2018-06,Rhode Island,,
2018-05,Rhode Island,,
2018-04,Rhode Island,,
2018-03,Rhode Island,,
2018-02,Rhode Island,,
2018-01,Rhode Island,,
2017-12,Rhode Island,,
2017-11,Rhode Island,,
2017-10,Rhode Island,,
2017-09,Rhode Island,,
2017-08,Rhode Island,,
2017-07,Rhode Island,,
2017-06,Rhode Island,,
2017-05,Rhode Island,,
2017-04,Rhode Island,,
2017-03,Rhode Island,,
2017-02,Rhode Island,,
2017-01,Rhode Island,,
2016-12,Rhode Island,,
2016-11,Rhode Island,,
2016-10,Rhode Island,,
2016-09,Rhode Island,,
2016-08,Rhode Island,,
2016-07,Rhode Island,,
2016-06,Rhode Island,,
2016-05,Rhode Island,,
2016-04,Rhode Island,,
2016-03,Rhode Island,,
2016-02,Rhode Island,,
2016-01,Rhode Island,,
2015-12,Rhode Island,,
2015-11,Rhode Island,,
2015-10,Rhode Island,,
2015-09,Rhode Island,,
2015-08,Rhode Island,,
2015-07,Rhode Island,,
2015-06,Rhode Island,,
2015-05,Rhode Island,,
2015-04,Rhode Island,,
2015-03,Rhode Island,,
2015-02,Rhode Island,,
2015-01,Rhode Island,,
2014-12,Rhode Island,,
2014-11,Rhode Island,,
29-Aug-,South Carolina,0,1
9-Jul-01,South Carolina,0,1
25-May-,South Carolina,0,1
27-Mar-,South Carolina,0,1
1-Sep-01,South Carolina,0,1
14-Aug-,South Carolina,0,1
31-Jul-,South Carolina,0,1
11-Jul-,South Carolina,0,1
29-Jun-,South Carolina,0,1
22-Jun-,South Carolina,0,1
16-Jun-,South Carolina,0,1
15-Jun-,South Carolina,0,1
13-Feb-,South Carolina,0,1
12-Feb-,South Carolina,0,2
4-Feb-01,South Carolina,0,1
3-Feb-01,South Carolina,0,1
16-Jan-,South Carolina,0,1
14-Jan-,South Carolina,0,1
21-Dec-,South Carolina,0,1
2-Aug-01,South Carolina,1,1
24-May-,South Carolina,0,1
13-May-,South Carolina,0,1
29-Apr-,South Carolina,0,1
29-Jul-,South Carolina,0,1
2018-09,South Carolina,,
2018-08,South Carolina,,
2018-07,South Carolina,,
2018-06,South Carolina,,
2018-05,South Carolina,,
2018-04,South Carolina,,
2018-03,South Carolina,,
2018-02,South Carolina,,
2018-01,South Carolina,,
2017-12,South Carolina,,
2017-11,South Carolina,,
2017-10,South Carolina,,
2017-09,South Carolina,,
2017-08,South Carolina,,
2017-07,South Carolina,,
2017-06,South Carolina,,
2017-05,South Carolina,,
2017-04,South Carolina,,
2017-03,South Carolina,,
2017-02,South Carolina,,
2017-01,South Carolina,,
2016-12,South Carolina,,
2016-11,South Carolina,,
2016-10,South Carolina,,
2016-09,South Carolina,,
2016-08,South Carolina,,
2016-07,South Carolina,,
2016-06,South Carolina,,
2016-05,South Carolina,,
2016-04,South Carolina,,
2016-03,South Carolina,,
2016-02,South Carolina,,
2016-01,South Carolina,,
2015-12,South Carolina,,
2015-11,South Carolina,,
2015-10,South Carolina,,
2015-09,South Carolina,,
2015-08,South Carolina,,
2015-07,South Carolina,,
2015-06,South Carolina,,
2015-05,South Carolina,,
2015-04,South Carolina,,
2015-03,South Carolina,,
2015-02,South Carolina,,
2015-01,South Carolina,,
2014-12,South Carolina,,
2014-11,South Carolina,,
13-Dec-,South Dakota,0,1
9-Jun-01,South Dakota,0,1
18-May-,South Dakota,0,1
17-Oct-,South Dakota,0,1
6-Dec-01,South Dakota,0,1
2018-09,South Dakota,,
2018-08,South Dakota,,
2018-07,South Dakota,,
2018-06,South Dakota,,
2018-05,South Dakota,,
2018-04,South Dakota,,
2018-03,South Dakota,,
2018-02,South Dakota,,
2018-01,South Dakota,,
2017-12,South Dakota,,
2017-11,South Dakota,,
2017-10,South Dakota,,
2017-09,South Dakota,,
2017-08,South Dakota,,
2017-07,South Dakota,,
2017-06,South Dakota,,
2017-05,South Dakota,,
2017-04,South Dakota,,
2017-03,South Dakota,,
2017-02,South Dakota,,
2017-01,South Dakota,,
2016-12,South Dakota,,
2016-11,South Dakota,,
2016-10,South Dakota,,
2016-09,South Dakota,,
2016-08,South Dakota,,
2016-07,South Dakota,,
2016-06,South Dakota,,
2016-05,South Dakota,,
2016-04,South Dakota,,
2016-03,South Dakota,,
2016-02,South Dakota,,
2016-01,South Dakota,,
2015-12,South Dakota,,
2015-11,South Dakota,,
2015-10,South Dakota,,
2015-09,South Dakota,,
2015-08,South Dakota,,
2015-07,South Dakota,,
2015-06,South Dakota,,
2015-05,South Dakota,,
2015-04,South Dakota,,
2015-03,South Dakota,,
2015-02,South Dakota,,
2015-01,South Dakota,,
2014-12,South Dakota,,
2014-11,South Dakota,,
3-Sep-01,Tennessee,0,2
21-Aug-,Tennessee,0,1
4-Jul-01,Tennessee,0,1
30-Jun-,Tennessee,0,1
17-Jun-,Tennessee,0,1
19-Apr-,Tennessee,0,1
17-Feb-,Tennessee,0,1
16-Feb-,Tennessee,0,1
25-Jan-,Tennessee,0,1
24-Nov-,Tennessee,0,1
7-Nov-01,Tennessee,0,1
22-Oct-,Tennessee,0,1
18-Oct-,Tennessee,0,1
13-Oct-,Tennessee,0,1
11-Oct-,Tennessee,0,1
4-Oct-01,Tennessee,0,1
7-Jul-01,Tennessee,0,1
5-Jul-01,Tennessee,0,1
23-Jun-,Tennessee,0,1
21-Jun-,Tennessee,0,1
16-Jun-,Tennessee,0,1
13-May-,Tennessee,0,1
14-Apr-,Tennessee,0,1
24-Mar-,Tennessee,0,1
27-Dec-,Tennessee,0,1
2-Oct-01,Tennessee,0,1
25-Sep-,Tennessee,0,1
8-Sep-01,Tennessee,0,1
30-Apr-,Tennessee,0,1
28-Mar-,Tennessee,0,1
19-Mar-,Tennessee,0,1
14-Mar-,Tennessee,0,1
4-Feb-01,Tennessee,0,1
4-Jan-01,Tennessee,2,1
3-Jan-01,Tennessee,0,1
21-Nov-,Tennessee,0,1
31-Oct-,Tennessee,0,2
25-Oct-,Tennessee,0,1
14-Aug-,Tennessee,0,1
4-Aug-01,Tennessee,0,1
31-Jul-,Tennessee,0,1
24-Jul-,Tennessee,0,1
30-May-,Tennessee,0,1
15-May-,Tennessee,0,1
23-Dec-,Tennessee,0,1
2018-09,Tennessee,,
2018-08,Tennessee,,
2018-07,Tennessee,,
2018-06,Tennessee,,
2018-05,Tennessee,,
2018-04,Tennessee,,
2018-03,Tennessee,,
2018-02,Tennessee,,
2018-01,Tennessee,,
2017-12,Tennessee,,
2017-11,Tennessee,,
2017-10,Tennessee,,
2017-09,Tennessee,,
2017-08,Tennessee,,
2017-07,Tennessee,,
2017-06,Tennessee,,
2017-05,Tennessee,,
2017-04,Tennessee,,
2017-03,Tennessee,,
2017-02,Tennessee,,
2017-01,Tennessee,,
2016-12,Tennessee,,
2016-11,Tennessee,,
2016-10,Tennessee,,
2016-09,Tennessee,,
2016-08,Tennessee,,
2016-07,Tennessee,,
2016-06,Tennessee,,
2016-05,Tennessee,,
2016-04,Tennessee,,
2016-03,Tennessee,,
2016-02,Tennessee,,
2016-01,Tennessee,,
2015-12,Tennessee,,
2015-11,Tennessee,,
2015-10,Tennessee,,
2015-09,Tennessee,,
2015-08,Tennessee,,
2015-07,Tennessee,,
2015-06,Tennessee,,
2015-05,Tennessee,,
2015-04,Tennessee,,
2015-03,Tennessee,,
2015-02,Tennessee,,
2015-01,Tennessee,,
2014-12,Tennessee,,
2014-11,Tennessee,,
13-Aug-,Texas,0,1
10-Aug-,Texas,0,1
8-Aug-01,Texas,0,1
31-Jul-,Texas,0,1
18-Jul-,Texas,0,1
9-Jul-01,Texas,0,1
5-Jun-01,Texas,0,1
9-Apr-01,Texas,0,1
12-Mar-,Texas,0,1
28-Feb-,Texas,0,1
15-Feb-,Texas,0,1
7-Feb-01,Texas,0,1
4-Feb-01,Texas,0,1
31-Jan-,Texas,0,2
21-Jan-,Texas,0,1
5-Jan-01,Texas,0,1
28-Nov-,Texas,0,1
17-Oct-,Texas,0,1
16-Sep-,Texas,0,1
6-Aug-01,Texas,0,2
22-Jul-,Texas,0,1
21-Jul-,Texas,0,1
26-Jun-,Texas,0,1
5-May-01,Texas,0,1
13-Apr-,Texas,0,1
29-Dec-,Texas,0,1
17-Dec-,Texas,0,1
12-Dec-,Texas,0,1
8-Sep-01,Texas,1,2
7-Aug-01,Texas,0,1
27-Jul-,Texas,0,1
2-Jul-01,Texas,0,1
2-May-01,Texas,0,1
24-Apr-,Texas,0,1
16-Apr-,Texas,0,1
19-Mar-,Texas,0,1
9-Feb-01,Texas,0,1
1-Feb-01,Texas,0,1
16-Jan-,Texas,0,1
14-Dec-,Texas,0,1
10-Dec-,Texas,0,1
12-Nov-,Texas,0,1
11-Nov-,Texas,0,1
30-Oct-,Texas,0,1
28-Sep-,Texas,0,1
27-Sep-,Texas,0,1
13-Sep-,Texas,0,1
18-Aug-,Texas,0,1
23-Jul-,Texas,0,1
19-Apr-,Texas,0,1
5-Mar-01,Texas,0,1
7-Jan-01,Texas,0,1
31-Dec-,Texas,0,1
30-Dec-,Texas,0,1
30-Nov-,Texas,0,1
29-Nov-,Texas,0,1
2018-09,Texas,,
2018-08,Texas,,
2018-07,Texas,,
2018-06,Texas,,
2018-05,Texas,,
2018-04,Texas,,
2018-03,Texas,,
2018-02,Texas,,
2018-01,Texas,,
2017-12,Texas,,
2017-11,Texas,,
2017-10,Texas,,
2017-09,Texas,,
2017-08,Texas,,
2017-07,Texas,,
2017-06,Texas,,
2017-05,Texas,,
2017-04,Texas,,
2017-03,Texas,,
2017-02,Texas,,
2017-01,Texas,,
2016-12,Texas,,
2016-11,Texas,,
2016-10,Texas,,
2016-09,Texas,,
2016-08,Texas,,
2016-07,Texas,,
2016-06,Texas,,
2016-05,Texas,,
2016-04,Texas,,
2016-03,Texas,,
2016-02,Texas,,
2016-01,Texas,,
2015-12,Texas,,
2015-11,Texas,,
2015-10,Texas,,
2015-09,Texas,,
2015-08,Texas,,
2015-07,Texas,,
2015-06,Texas,,
2015-05,Texas,,
2015-04,Texas,,
2015-03,Texas,,
2015-02,Texas,,
2015-01,Texas,,
2014-12,Texas,,
2014-11,Texas,,
1-Jul-01,Utah,0,1
13-Feb-,Utah,1,2
26-Jan-,Utah,0,1
23-Oct-,Utah,0,1
18-Oct-,Utah,0,1
16-Apr-,Utah,0,1
24-Sep-,Utah,0,2
18-Jun-,Utah,0,1
20-Sep-,Utah,0,1
5-May-01,Utah,0,1
21-Feb-,Utah,0,1
2018-09,Utah,,
2018-08,Utah,,
2018-07,Utah,,
2018-06,Utah,,
2018-05,Utah,,
2018-04,Utah,,
2018-03,Utah,,
2018-02,Utah,,
2018-01,Utah,,
2017-12,Utah,,
2017-11,Utah,,
2017-10,Utah,,
2017-09,Utah,,
2017-08,Utah,,
2017-07,Utah,,
2017-06,Utah,,
2017-05,Utah,,
2017-04,Utah,,
2017-03,Utah,,
2017-02,Utah,,
2017-01,Utah,,
2016-12,Utah,,
2016-11,Utah,,
2016-10,Utah,,
2016-09,Utah,,
2016-08,Utah,,
2016-07,Utah,,
2016-06,Utah,,
2016-05,Utah,,
2016-04,Utah,,
2016-03,Utah,,
2016-02,Utah,,
2016-01,Utah,,
2015-12,Utah,,
2015-11,Utah,,
2015-10,Utah,,
2015-09,Utah,,
2015-08,Utah,,
2015-07,Utah,,
2015-06,Utah,,
2015-05,Utah,,
2015-04,Utah,,
2015-03,Utah,,
2015-02,Utah,,
2015-01,Utah,,
2014-12,Utah,,
2014-11,Utah,,
19-Jul-,Vermont,0,1
13-Nov-,Vermont,0,1
4-May-01,Vermont,0,1
1-May-01,Vermont,0,1
2018-09,Vermont,,
2018-08,Vermont,,
2018-07,Vermont,,
2018-06,Vermont,,
2018-05,Vermont,,
2018-04,Vermont,,
2018-03,Vermont,,
2018-02,Vermont,,
2018-01,Vermont,,
2017-12,Vermont,,
2017-11,Vermont,,
2017-10,Vermont,,
2017-09,Vermont,,
2017-08,Vermont,,
2017-07,Vermont,,
2017-06,Vermont,,
2017-05,Vermont,,
2017-04,Vermont,,
2017-03,Vermont,,
2017-02,Vermont,,
2017-01,Vermont,,
2016-12,Vermont,,
2016-11,Vermont,,
2016-10,Vermont,,
2016-09,Vermont,,
2016-08,Vermont,,
2016-07,Vermont,,
2016-06,Vermont,,
2016-05,Vermont,,
2016-04,Vermont,,
2016-03,Vermont,,
2016-02,Vermont,,
2016-01,Vermont,,
2015-12,Vermont,,
2015-11,Vermont,,
2015-10,Vermont,,
2015-09,Vermont,,
2015-08,Vermont,,
2015-07,Vermont,,
2015-06,Vermont,,
2015-05,Vermont,,
2015-04,Vermont,,
2015-03,Vermont,,
2015-02,Vermont,,
2015-01,Vermont,,
2014-12,Vermont,,
2014-11,Vermont,,
2018-09,Virgin Islands,,
2018-08,Virgin Islands,,
2018-07,Virgin Islands,,
2018-06,Virgin Islands,,
2018-05,Virgin Islands,,
2018-04,Virgin Islands,,
2018-03,Virgin Islands,,
2018-02,Virgin Islands,,
2018-01,Virgin Islands,,
2017-12,Virgin Islands,,
2017-11,Virgin Islands,,
2017-10,Virgin Islands,,
2017-09,Virgin Islands,,
2017-08,Virgin Islands,,
2017-07,Virgin Islands,,
2017-06,Virgin Islands,,
2017-05,Virgin Islands,,
2017-04,Virgin Islands,,
2017-03,Virgin Islands,,
2017-02,Virgin Islands,,
2017-01,Virgin Islands,,
2016-12,Virgin Islands,,
2016-11,Virgin Islands,,
2016-10,Virgin Islands,,
2016-09,Virgin Islands,,
2016-08,Virgin Islands,,
2016-07,Virgin Islands,,
2016-06,Virgin Islands,,
2016-05,Virgin Islands,,
2016-04,Virgin Islands,,
2016-03,Virgin Islands,,
2016-02,Virgin Islands,,
2016-01,Virgin Islands,,
