Date,State,City_country,n_killed,n_injured
25-Dec-16,New York,Mount Vernon,5,1
24-Dec-16,North Carolina,Madison,7,0
24-Dec-16,North Carolina,Wilson,0,4
23-Dec-16,Alabama,Birmingham,3,1
23-Dec-16,Illinois,Chicago,4,0
17-Dec-16,Illinois,Chicago (Roseland),0,5
17-Dec-16,North Carolina,Charlotte,4,0
16-Dec-16,Illinois,Chicago,4,0
16-Dec-16,Illinois,Chicago,2,2
12-Dec-16,California,Sacramento,3,1
11-Dec-16,New York,Brooklyn,4,0
11-Dec-16,Florida,Orlando (Pine Hills),4,1
11-Dec-16,Maryland,Baltimore,5,0
11-Dec-16,North Carolina,Rocky Mount,4,0
9-Dec-16,Texas,Channelview,0,4
9-Dec-16,California,Fresno,4,0
5-Dec-16,New Mexico,Albuquerque,1,3
3-Dec-16,California,Los Angeles,6,0
2-Dec-16,New Jersey,Bloomfield,6,0
1-Dec-16,California,Clearlake Oaks,3,1
30-Nov-16,Maryland,Baltimore,4,2
28-Nov-16,Texas,Mission (Palmview),3,1
28-Nov-16,California,Wilmington,4,0
28-Nov-16,California,San Pedro,4,0
27-Nov-16,Louisiana,New Orleans,9,1
27-Nov-16,Missouri,Kansas City,7,0
26-Nov-16,Illinois,Chicago,5,1
25-Nov-16,Louisiana,New Orleans,4,0
24-Nov-16,Kentucky,Louisville,4,2
24-Nov-16,New York,Albany,3,1
23-Nov-16,Mississippi,Olive Branch,4,0
22-Nov-16,Florida,Clewiston,4,1
18-Nov-16,Illinois,Chicago,4,0
17-Nov-16,Tennessee,Dyersburg,7,1
13-Nov-16,Florida,Jacksonville,2,3
13-Nov-16,Texas,San Antonio,4,0
13-Nov-16,California,San Diego,2,2
13-Nov-16,Florida,Orlando,4,0
12-Nov-16,California,Sacramento,5,1
12-Nov-16,Missouri,Kansas City,3,1
12-Nov-16,Connecticut,Bridgeport,5,0
11-Nov-16,Texas,Houston,4,0
10-Nov-16,Texas,Houston,3,1
9-Nov-16,Washington,Seattle,5,0
9-Nov-16,Illinois,Chicago,3,1
9-Nov-16,Tennessee,Memphis,4,0
5-Nov-16,Texas,San Antonio,4,0
5-Nov-16,South Carolina,Myrtle Beach,5,0
5-Nov-16,Florida,Fort Lauderdale (Lauderhill),3,1
5-Nov-16,California,Oakland,6,0
5-Nov-16,Illinois,Chicago,5,0
4-Nov-16,Pennsylvania,Philadelphia,4,0
3-Nov-16,Illinois,Chicago,2,2
3-Nov-16,New Jersey,Orange,2,2
2-Nov-16,Arkansas,Little Rock,4,1
1-Nov-16,Tennessee,Memphis,5,1
31-Oct-16,Louisiana,Shreveport,4,0
30-Oct-16,Ohio,Toledo,4,0
30-Oct-16,Maryland,Capitol Heights,3,3
30-Oct-16,New York,New York (Manhattan),4,0
30-Oct-16,New York,Newburgh,5,2
30-Oct-16,Texas,San Antonio,5,0
29-Oct-16,California,Los Angeles,5,0
29-Oct-16,Ohio,Dayton,3,1
29-Oct-16,California,Riverside,4,0
28-Oct-16,Mississippi,Jackson,6,0
28-Oct-16,Florida,Miami Gardens,4,0
27-Oct-16,Georgia,Jackson,0,4
25-Oct-16,Ohio,Dayton,3,1
25-Oct-16,Virginia,Roanoke,3,1
23-Oct-16,Oklahoma,Wellston,4,1
22-Oct-16,California,Oakland,7,0
18-Oct-16,California,San Francisco,4,0
17-Oct-16,Illinois,Chicago (Englewood),4,1
15-Oct-16,Alabama,Mobile,5,0
15-Oct-16,Illinois,Rockford,5,1
15-Oct-16,California,Los Angeles,11,4
14-Oct-16,Illinois,Chicago,6,1
13-Oct-16,Illinois,Chicago,4,0
9-Oct-16,Michigan,Grand Rapids,8,1
9-Oct-16,California,Sacramento,3,1
8-Oct-16,New York,Brooklyn,4,0
4-Oct-16,Louisiana,New Orleans,2,3
3-Oct-16,Minnesota,Minneapolis,4,0
2-Oct-16,Texas,San Antonio,4,1
1-Oct-16,Illinois,Pembroke Township,0,4
1-Oct-16,California,Fresno,4,0
29-Sep-16,California,San Francisco,3,1
26-Sep-16,North Carolina,Winston Salem (Winston-salem),4,0
26-Sep-16,Texas,Humble,4,0
26-Sep-16,Texas,Houston,6,0
25-Sep-16,Illinois,Champaign,3,1
24-Sep-16,Maryland,Baltimore,8,0
23-Sep-16,Washington,Burlington,0,5
18-Sep-16,Pennsylvania,Philadelphia,4,0
18-Sep-16,Pennsylvania,Pittsburgh,4,0
18-Sep-16,Virginia,Lynchburg,3,1
17-Sep-16,District of Columbia,Washington,7,2
17-Sep-16,Florida,Miami,6,0
17-Sep-16,Florida,Orlando,6,1
17-Sep-16,Indiana,Indianapolis,2,2
16-Sep-16,California,Los Angeles (Hollywood),2,2
16-Sep-16,Pennsylvania,Philadelphia,5,1
14-Sep-16,Texas,Humble,3,1
13-Sep-16,Indiana,Fort Wayne,2,3
11-Sep-16,Louisiana,New Orleans,5,1
11-Sep-16,Missouri,Kansas City,6,0
11-Sep-16,Michigan,Saginaw,5,0
11-Sep-16,North Carolina,New Bern,5,0
11-Sep-16,Indiana,Fort Wayne,1,3
11-Sep-16,New Jersey,Jersey City,3,1
10-Sep-16,Florida,Miami,3,1
8-Sep-16,Texas,Del Valle,0,4
8-Sep-16,Arkansas,Hot Springs National Park (Hot Springs),4,1
5-Sep-16,Illinois,Chicago,3,2
5-Sep-16,Pennsylvania,Reading,4,0
4-Sep-16,Virginia,Roanoke,10,1
3-Sep-16,North Carolina,Wilmington,3,1
3-Sep-16,Illinois,Chicago,4,0
30-Aug-16,Georgia,Atlanta,4,0
30-Aug-16,Illinois,Chicago (Englewood),4,0
29-Aug-16,New Jersey,Egg Harbor City,1,1
28-Aug-16,Texas,Lubbock,6,0
28-Aug-16,New York,Bronx,4,0
28-Aug-16,Missouri,Saint Louis,2,2
28-Aug-16,Alabama,Dadeville,5,0
27-Aug-16,Alabama,Bessemer (Brighton),6,1
27-Aug-16,Florida,Miami,4,2
25-Aug-16,New Jersey,Bridgeton,5,0
21-Aug-16,Massachusetts,Boston,4,0
21-Aug-16,Connecticut,Bridgeport,13,0
20-Aug-16,Connecticut,Hamden,4,0
20-Aug-16,Washington,Tacoma,5,0
20-Aug-16,Alabama,Citronelle,0,5
18-Aug-16,Connecticut,Waterbury,4,0
17-Aug-16,California,Oakland,4,0
14-Aug-16,Virginia,Norfolk,4,0
14-Aug-16,Minnesota,Minneapolis,5,0
13-Aug-16,California,Los Angeles,4,0
13-Aug-16,Wisconsin,Milwaukee,2,2
13-Aug-16,New York,Richmond Hill,4,0
13-Aug-16,Missouri,Joplin,4,0
12-Aug-16,Florida,Jacksonville,3,1
12-Aug-16,Texas,Dallas,3,1
11-Aug-16,Pennsylvania,Philadelphia,4,0
10-Aug-16,Illinois,Evanston,4,0
10-Aug-16,California,Sacramento,3,1
8-Aug-16,Florida,Jacksonville,7,0
8-Aug-16,New Mexico,Albuquerque,2,2
7-Aug-16,California,Los Angeles,3,1
7-Aug-16,Colorado,Arvada,2,2
7-Aug-16,Mississippi,Vicksburg,3,1
7-Aug-16,Illinois,Chicago,4,0
6-Aug-16,Pennsylvania,Reading (Sinking Spring),0,4
5-Aug-16,Michigan,Pontiac,3,1
5-Aug-16,California,Perris,2,2
4-Aug-16,Tennessee,Memphis,4,0
3-Aug-16,Georgia,Decatur,3,1
2-Aug-16,Florida,Hollywood (West Park),4,0
1-Aug-16,Indiana,Evansville,4,0
31-Jul-16,Florida,Miami,1,3
31-Jul-16,Texas,Austin,4,1
30-Jul-16,Missouri,Saint Louis,5,0
30-Jul-16,Washington,Mukilteo,1,3
30-Jul-16,Georgia,Townsend (Eulonia),5,0
29-Jul-16,Georgia,Athens,7,0
28-Jul-16,New York,Elmira,5,0
28-Jul-16,Maryland,Baltimore,4,0
28-Jul-16,Illinois,Chicago,2,2
25-Jul-16,Florida,Fort Myers,18,2
24-Jul-16,Ohio,Hamilton,7,1
23-Jul-16,South Carolina,North Charleston,4,0
23-Jul-16,Ohio,Cincinnati,2,2
23-Jul-16,New York,Brooklyn,4,0
23-Jul-16,Texas,Bastrop,1,3
22-Jul-16,Illinois,Kankakee,5,0
21-Jul-16,Illinois,Chicago,5,0
20-Jul-16,California,Fresno,4,0
19-Jul-16,Arkansas,West Memphis,4,0
17-Jul-16,Louisiana,Baton Rouge,2,4
17-Jul-16,Michigan,Detroit,4,0
17-Jul-16,Texas,Houston,3,1
16-Jul-16,Texas,Dallas,5,0
16-Jul-16,Ohio,Cleveland,5,0
16-Jul-16,California,Bakersfield,14,1
16-Jul-16,California,San Bernardino,4,0
16-Jul-16,Tennessee,Clarksville,6,0
15-Jul-16,Washington,Woodland,1,3
14-Jul-16,Texas,Crosby,1,3
14-Jul-16,California,Oakland,4,0
14-Jul-16,Ohio,Akron,3,1
13-Jul-16,Georgia,Warner Robins,5,0
13-Jul-16,Missouri,Saint Louis,2,2
11-Jul-16,Maryland,Baltimore,5,0
11-Jul-16,Michigan,Jackson,4,0
11-Jul-16,Michigan,Saint Joseph,2,2
11-Jul-16,District of Columbia,Washington,4,0
7-Jul-16,Louisiana,Baton Rouge,4,0
7-Jul-16,Texas,Dallas,9,5
7-Jul-16,Tennessee,Bristol,3,1
5-Jul-16,California,Los Angeles,4,0
4-Jul-16,New York,Brooklyn,7,0
4-Jul-16,Texas,Houston,2,3
4-Jul-16,Pennsylvania,Pittsburgh,4,0
4-Jul-16,Illinois,Chicago (Englewood),4,0
4-Jul-16,Ohio,Cleveland,4,0
4-Jul-16,Arizona,Phoenix,6,2
3-Jul-16,Louisiana,Monroe,3,2
3-Jul-16,Tennessee,Chattanooga,4,0
30-Jun-16,Illinois,Chicago,4,1
29-Jun-16,Nevada,Las Vegas,0,4
28-Jun-16,California,Los Angeles,3,1
28-Jun-16,Illinois,Chicago,4,0
27-Jun-16,Oregon,Woodburn,1,3
26-Jun-16,South Carolina,Bennettsville,4,0
26-Jun-16,North Carolina,Charlotte,5,0
26-Jun-16,Georgia,Atlanta,4,1
26-Jun-16,Texas,Houston,3,1
26-Jun-16,Texas,Corpus Christi,4,0
25-Jun-16,Texas,Fort Worth,5,2
25-Jun-16,Virginia,Norfolk,4,0
25-Jun-16,Illinois,Chicago,4,0
24-Jun-16,Kansas,Kansas City,4,0
24-Jun-16,Connecticut,Hartford,5,0
24-Jun-16,Maryland,District Heights,2,3
22-Jun-16,Georgia,Stone Mountain,3,1
22-Jun-16,Washington,Olympia,1,3
22-Jun-16,Illinois,Chicago,4,0
21-Jun-16,New Jersey,Willingboro,4,0
21-Jun-16,Kentucky,Louisville,2,2
19-Jun-16,Virginia,Roanoke,4,0
18-Jun-16,Georgia,Waycross,2,2
18-Jun-16,Virginia,Exmore,3,1
18-Jun-16,Illinois,Chicago,4,0
14-Jun-16,California,Oakland,3,1
14-Jun-16,Delaware,Wilmington,4,0
13-Jun-16,California,Fresno,4,0
13-Jun-16,New York,Brooklyn,5,0
13-Jun-16,Illinois,Chicago,5,0
12-Jun-16,Florida,Orlando,53,49
11-Jun-16,Minnesota,Webster,4,0
11-Jun-16,North Carolina,Charlotte,3,1
11-Jun-16,California,Stockton,3,1
11-Jun-16,New Mexico,Roswell,0,5
11-Jun-16,California,Panorama City,2,2
9-Jun-16,Florida,Fort Walton Beach,4,0
8-Jun-16,District of Columbia,Washington,4,0
8-Jun-16,Massachusetts,Boston,3,1
6-Jun-16,California,Visalia,4,0
5-Jun-16,Arizona,Phoenix,3,2
5-Jun-16,Minnesota,Minneapolis,4,0
5-Jun-16,Florida,Cape Coral,3,2
5-Jun-16,New York,Brooklyn,4,0
4-Jun-16,Colorado,Denver,1,3
31-May-16,Illinois,Chicago,4,0
31-May-16,Indiana,Fort Wayne,4,0
30-May-16,Maryland,Baltimore,5,0
30-May-16,California,Sacramento,5,0
29-May-16,Nevada,Las Vegas,4,0
29-May-16,New Jersey,Trenton,6,0
29-May-16,Indiana,Indianapolis,4,0
29-May-16,Texas,Houston,6,1
23-May-16,New Jersey,Newark,5,0
22-May-16,Louisiana,New Orleans,4,0
22-May-16,California,Stockton,3,1
22-May-16,Tennessee,Nashville,4,0
21-May-16,Georgia,Jackson,3,1
18-May-16,Indiana,Indianapolis,4,0
17-May-16,South Carolina,Ravenel,1,3
15-May-16,Georgia,Moultrie,0,5
15-May-16,Indiana,Evansville,4,0
14-May-16,Georgia,Atlanta,5,0
14-May-16,West Virginia,Charleston,3,1
11-May-16,Alabama,Birmingham,4,1
11-May-16,Illinois,Chicago,5,0
8-May-16,Texas,Austin,3,1
6-May-16,Michigan,Detroit,4,1
6-May-16,Alabama,Montgomery,3,1
6-May-16,Maryland,Bethesda,3,3
5-May-16,Louisiana,Shreveport,6,2
5-May-16,Florida,Miami,3,1
4-May-16,Minnesota,Minneapolis,7,1
1-May-16,Tennessee,Murfreesboro,5,0
29-Apr-16,California,Oakland,5,0
29-Apr-16,Missouri,Saint Louis (Ferguson),4,0
27-Apr-16,Louisiana,Baton Rouge,2,2
27-Apr-16,Mississippi,Kilmichael,1,3
26-Apr-16,Maryland,District Heights (Forestville),4,1
25-Apr-16,Tennessee,Nashville,4,0
25-Apr-16,Florida,Miami,5,0
24-Apr-16,Virginia,Halifax,4,0
24-Apr-16,Illinois,Chicago (Englewood),3,2
24-Apr-16,Colorado,Denver,4,0
23-Apr-16,Nevada,Las Vegas,3,1
23-Apr-16,Alabama,Auburn,1,3
23-Apr-16,New York,New York (Manhattan),4,0
23-Apr-16,Kansas,Topeka,4,0
22-Apr-16,Georgia,Appling,0,5
22-Apr-16,Ohio,Piketon,0,8
21-Apr-16,Maryland,Baltimore,4,0
19-Apr-16,Alabama,Blountsville,4,0
19-Apr-16,Illinois,Chicago,3,1
19-Apr-16,Illinois,Chicago,4,1
18-Apr-16,California,Long Beach,3,1
17-Apr-16,Pennsylvania,Philadelphia,1,3
17-Apr-16,South Carolina,Pelzer,3,1
17-Apr-16,Texas,Edinburg,6,1
16-Apr-16,Michigan,Detroit,4,1
16-Apr-16,Florida,Orlando,4,2
16-Apr-16,Alabama,Enterprise,4,0
10-Apr-16,Wisconsin,Milwaukee,3,1
10-Apr-16,California,Los Angeles,4,0
9-Apr-16,Tennessee,Memphis,4,0
9-Apr-16,Alabama,Anniston,4,0
9-Apr-16,New Mexico,Albuquerque,4,0
7-Apr-16,Illinois,Chicago,4,0
31-Mar-16,Illinois,Chicago (Englewood),4,0
27-Mar-16,Louisiana,Shreveport,4,0
25-Mar-16,Illinois,Chicago,4,0
25-Mar-16,Colorado,Denver,4,0
21-Mar-16,Illinois,Chicago,4,0
19-Mar-16,Florida,Plantation,4,1
19-Mar-16,Alabama,Wetumpka,2,2
15-Mar-16,Georgia,Atlanta,5,0
13-Mar-16,Florida,Fort Myers,4,0
12-Mar-16,Oregon,Portland,4,0
12-Mar-16,California,Oakland,4,0
11-Mar-16,Michigan,Detroit,2,2
11-Mar-16,New Jersey,Trenton,5,0
9-Mar-16,Pennsylvania,Pittsburgh (Wilkinsburg),2,6
8-Mar-16,Texas,San Antonio,3,2
7-Mar-16,Louisiana,Lafayette,4,0
7-Mar-16,Kansas,Kansas City,0,5
6-Mar-16,Massachusetts,Chelsea,6,1
6-Mar-16,Georgia,Roswell,4,0
6-Mar-16,California,Compton,8,1
5-Mar-16,Kansas,Wichita,4,0
4-Mar-16,Ohio,Columbus,3,1
28-Feb-16,California,Mira Loma,3,1
28-Feb-16,Michigan,Detroit,5,0
27-Feb-16,Virginia,Woodbridge (Lake Ridge),2,2
26-Feb-16,Washington,Belfair,0,4
25-Feb-16,Kansas,Hesston,14,3
23-Feb-16,Arizona,Glendale,0,4
23-Feb-16,Florida,Daytona Beach,4,0
21-Feb-16,Texas,Houston,5,0
21-Feb-16,Missouri,Hazelwood,3,1
20-Feb-16,Florida,Tampa,3,1
20-Feb-16,Michigan,Kalamazoo,2,6
20-Feb-16,Alabama,Bessemer,3,1
20-Feb-16,Florida,Orlando,4,0
20-Feb-16,Mississippi,Iuka,3,1
19-Feb-16,Missouri,Edgerton,0,4
19-Feb-16,California,Vallejo,3,1
14-Feb-16,Texas,Houston,3,0
14-Feb-16,Alabama,Eutaw,5,0
13-Feb-16,Louisiana,Marrero,4,0
7-Feb-16,Mississippi,Pass Christian,4,2
7-Feb-16,Florida,Orlando,10,2
7-Feb-16,New York,Rochester,7,1
7-Feb-16,Illinois,Chicago (Englewood),4,0
6-Feb-16,California,Los Angeles,3,1
6-Feb-16,Florida,Apopka,4,0
6-Feb-16,Florida,Tampa,6,2
3-Feb-16,District of Columbia,Washington,4,0
30-Jan-16,Arizona,Glendale,5,3
27-Jan-16,Virginia,Chesapeake,0,5
26-Jan-16,Washington,Seattle,3,2
25-Jan-16,California,Perris,4,1
23-Jan-16,California,Los Angeles,2,2
17-Jan-16,Virginia,Gloucester,3,1
11-Jan-16,Delaware,Wilmington,4,1
8-Jan-16,District of Columbia,Washington,4,0
8-Jan-16,Illinois,Chicago,4,1
7-Jan-16,Tennessee,Memphis,3,1
6-Jan-16,Florida,Lakeland,1,3
31-Dec-17,Colorado,Littleton (Highlands Ranch),6,1
31-Dec-17,Illinois,Chicago,4,0
31-Dec-17,New Jersey,Long Branch,0,4
27-Dec-17,Nevada,Las Vegas,2,2
26-Dec-17,Florida,Miami,5,0
24-Dec-17,Mississippi,Vicksburg,5,0
24-Dec-17,Alabama,Troy,4,1
23-Dec-17,Louisiana,Eunice,3,1
23-Dec-17,Alabama,Birmingham,4,0
21-Dec-17,Pennsylvania,Philadelphia,0,0
21-Dec-17,Louisiana,Lafayette,4,0
16-Dec-17,Mississippi,Mc Cool (Mccool),4,0
15-Dec-17,California,Pacoima,5,0
13-Dec-17,Ohio,Columbus,3,1
12-Dec-17,Kentucky,Louisville,4,0
12-Dec-17,Texas,Garland,4,0
9-Dec-17,Massachusetts,Boston,4,0
6-Dec-17,Illinois,Chicago,4,0
4-Dec-17,Pennsylvania,Pittsburgh,2,2
3-Dec-17,Tennessee,Memphis,3,1
2-Dec-17,Michigan,Detroit,4,0
30-Nov-17,Michigan,Detroit,4,1
24-Nov-17,Mississippi,Brookhaven,6,1
24-Nov-17,Ohio,Cleveland,5,1
18-Nov-17,Minnesota,Minneapolis,4,0
17-Nov-17,Louisiana,New Iberia,4,0
16-Nov-17,Georgia,Columbus,7,0
14-Nov-17,California,Richmond,2,2
14-Nov-17,California,Corning,12,5
12-Nov-17,Indiana,Gary,7,0
12-Nov-17,California,Fresno,5,0
12-Nov-17,Georgia,Atlanta,2,2
11-Nov-17,Texas,Dallas,3,1
11-Nov-17,North Carolina,Fayetteville,4,1
11-Nov-17,Louisiana,New Orleans,5,1
10-Nov-17,Ohio,Dayton (Trotwood),4,0
9-Nov-17,Pennsylvania,Philadelphia,4,0
5-Nov-17,Texas,Sutherland Springs,20,26
4-Nov-17,Texas,Austin,4,0
4-Nov-17,Ohio,Youngstown,4,0
4-Nov-17,California,Santa Monica,3,1
3-Nov-17,Minnesota,Minneapolis,4,0
3-Nov-17,California,Gardena,4,0
3-Nov-17,New York,Buffalo,4,0
3-Nov-17,Louisiana,Lacombe,4,0
29-Oct-17,Texas,Austin,3,1
28-Oct-17,Ohio,Toledo,4,0
28-Oct-17,Virginia,Petersburg,3,1
27-Oct-17,Kentucky,Louisville,6,0
27-Oct-17,California,San Francisco,4,0
23-Oct-17,California,Clearlake Oaks,3,2
22-Oct-17,Connecticut,Hartford,4,0
22-Oct-17,Alabama,Lanett,7,2
21-Oct-17,Florida,Tampa,4,0
21-Oct-17,Florida,Jacksonville,4,0
21-Oct-17,Tennessee,Nashville,4,0
21-Oct-17,Pennsylvania,Chester,4,0
18-Oct-17,Maryland,Edgewood,3,3
17-Oct-17,New York,Brooklyn,4,0
16-Oct-17,Mississippi,Meridian,3,1
15-Oct-17,Texas,Houston,2,2
15-Oct-17,Arizona,Phoenix,3,1
12-Oct-17,California,Aliso Viejo,2,2
11-Oct-17,Ohio,Pedro,0,4
10-Oct-17,California,Long Beach,2,2
10-Oct-17,California,San Francisco,4,0
9-Oct-17,Texas,Houston,5,0
7-Oct-17,Arizona,Phoenix,4,0
6-Oct-17,Illinois,Chicago,5,0
5-Oct-17,Arizona,Casa Grande,0,4
3-Oct-17,Florida,Miami,4,0
1-Oct-17,Kansas,Lawrence,2,3
1-Oct-17,Nevada,Las Vegas,441,58
30-Sep-17,Tennessee,Memphis,3,1
28-Sep-17,Louisiana,New Orleans,3,1
26-Sep-17,Pennsylvania,Philadelphia,3,1
26-Sep-17,Tennessee,Memphis,4,0
26-Sep-17,Maryland,Baltimore,2,2
24-Sep-17,Maryland,Baltimore,4,0
24-Sep-17,Tennessee,Antioch,7,1
24-Sep-17,New York,Syracuse,4,0
24-Sep-17,Pennsylvania,Philadelphia,4,0
24-Sep-17,New Jersey,Mays Landing,3,1
23-Sep-17,California,Bakersfield,4,1
23-Sep-17,Illinois,Danville,5,0
23-Sep-17,Connecticut,Hartford,2,2
20-Sep-17,Indiana,Gary,5,0
17-Sep-17,Michigan,Detroit,3,1
17-Sep-17,Virginia,Petersburg,4,1
16-Sep-17,South Carolina,Columbia,7,0
15-Sep-17,Illinois,Chicago,0,4
13-Sep-17,Tennessee,Memphis,5,1
13-Sep-17,Washington,Rockford,3,1
13-Sep-17,Pennsylvania,York,4,0
13-Sep-17,Pennsylvania,Philadelphia,4,0
10-Sep-17,Texas,Plano,1,8
10-Sep-17,Louisiana,New Orleans,3,1
9-Sep-17,Alabama,Selma,4,0
6-Sep-17,Illinois,Chicago,4,0
4-Sep-17,Illinois,Bellwood,4,0
3-Sep-17,California,Inglewood,3,2
2-Sep-17,Kentucky,Louisville,4,0
2-Sep-17,Illinois,Chicago,3,1
28-Aug-17,New Mexico,Clovis,4,2
27-Aug-17,California,Sacramento,4,1
27-Aug-17,Indiana,Evansville,3,1
25-Aug-17,Florida,Gainesville,4,0
24-Aug-17,Missouri,Saint Louis,0,4
22-Aug-17,Illinois,Chicago,4,0
21-Aug-17,New Jersey,Newark,4,0
21-Aug-17,New Jersey,Newark,3,1
21-Aug-17,North Carolina,Whitakers,0,4
21-Aug-17,Maryland,Baltimore,3,1
21-Aug-17,Tennessee,Memphis,4,0
20-Aug-17,New York,Brooklyn,4,0
20-Aug-17,Illinois,Chicago,5,2
19-Aug-17,Ohio,Cleveland,4,1
16-Aug-17,New York,Wyandanch,4,0
14-Aug-17,California,North Hollywood,2,2
13-Aug-17,Pennsylvania,Philadelphia,5,0
13-Aug-17,California,Sacramento,4,0
13-Aug-17,Virginia,Suffolk,4,0
12-Aug-17,Missouri,Saint Louis,3,1
8-Aug-17,Illinois,Chicago,6,1
6-Aug-17,New York,Bronx,6,0
6-Aug-17,New York,Bronx,4,0
6-Aug-17,California,Oakland,7,0
5-Aug-17,New Jersey,Lakewood,4,0
5-Aug-17,South Carolina,Allendale,3,1
5-Aug-17,Florida,Tallahassee,3,1
4-Aug-17,Montana,Lodge Grass,2,3
3-Aug-17,District of Columbia,Washington,3,1
2-Aug-17,Maryland,Baltimore,4,0
1-Aug-17,Illinois,Chicago,4,0
1-Aug-17,Washington,Toppenish,6,0
1-Aug-17,California,Fresno,7,0
31-Jul-17,Illinois,Decatur,4,0
30-Jul-17,Texas,El Paso,3,1
30-Jul-17,Virginia,Norfolk,5,1
29-Jul-17,New York,Buffalo,4,1
29-Jul-17,North Carolina,Salisbury,3,2
28-Jul-17,Delaware,Wilmington,4,0
27-Jul-17,Illinois,Chicago,4,1
26-Jul-17,North Carolina,High Point,6,1
25-Jul-17,Florida,Jacksonville,3,1
23-Jul-17,Illinois,Chicago,3,1
23-Jul-17,Louisiana,Baton Rouge,4,0
22-Jul-17,Ohio,Cincinnati,5,0
19-Jul-17,Virginia,Richmond,5,0
19-Jul-17,California,Los Angeles,3,1
18-Jul-17,Wisconsin,Milwaukee,4,0
18-Jul-17,New Jersey,Trenton,3,1
18-Jul-17,Arizona,El Mirage,4,0
15-Jul-17,Pennsylvania,Philadelphia,3,1
15-Jul-17,Illinois,Chicago,4,0
9-Jul-17,Virginia,Lawrenceville,7,0
8-Jul-17,Illinois,Alton,4,0
8-Jul-17,Ohio,Cincinnati,8,1
6-Jul-17,Mississippi,Meridian,4,0
5-Jul-17,Georgia,Savannah,4,0
5-Jul-17,Illinois,Chicago (Roseland),2,2
5-Jul-17,Maine,Madison,1,3
4-Jul-17,Florida,Orlando (Pine Castle),4,0
4-Jul-17,Virginia,Hampton,4,1
4-Jul-17,North Carolina,Raleigh,3,1
3-Jul-17,Alabama,Prattville,1,3
3-Jul-17,Michigan,Pontiac,3,1
2-Jul-17,New Jersey,Jersey City,4,0
2-Jul-17,South Carolina,Greenwood,4,0
1-Jul-17,Arkansas,Little Rock,25,0
1-Jul-17,Illinois,Momence,4,0
1-Jul-17,New Jersey,Newark,2,2
1-Jul-17,California,Oakland,4,0
30-Jun-17,New York,Bronx,6,1
27-Jun-17,Illinois,Chicago,5,0
25-Jun-17,District of Columbia,Washington,4,0
25-Jun-17,Missouri,Saint Louis,3,1
24-Jun-17,Florida,Fort Lauderdale,4,1
24-Jun-17,New York,New York (Manhattan),5,0
24-Jun-17,New Jersey,Willingboro,4,0
22-Jun-17,Georgia,Atlanta,6,1
18-Jun-17,Missouri,Saint Louis,2,2
18-Jun-17,District of Columbia,Washington,4,0
18-Jun-17,Illinois,Chicago,4,0
18-Jun-17,South Carolina,Myrtle Beach,6,0
17-Jun-17,Illinois,Chicago,4,0
17-Jun-17,Ohio,Columbus,4,1
15-Jun-17,Virginia,Richmond,3,1
15-Jun-17,New Mexico,La Madera,0,5
14-Jun-17,Virginia,Alexandria,5,0
14-Jun-17,Ohio,Canton,4,0
14-Jun-17,California,San Francisco,2,3
13-Jun-17,Maryland,Baltimore,4,0
13-Jun-17,Maryland,Baltimore,2,2
13-Jun-17,Missouri,Saint Louis (University City),4,0
11-Jun-17,Illinois,Chicago,9,0
11-Jun-17,Tennessee,Chattanooga,4,0
11-Jun-17,Texas,Houston,4,0
10-Jun-17,Tennessee,Memphis,4,0
9-Jun-17,Texas,Fort Worth,5,2
8-Jun-17,Louisiana,New Orleans,6,0
6-Jun-17,Utah,Sandy,2,2
5-Jun-17,Florida,Orlando,0,5
3-Jun-17,Missouri,Saint Louis,2,2
3-Jun-17,Louisiana,New Orleans,2,3
2-Jun-17,California,Los Angeles,3,1
1-Jun-17,Missouri,Saint Louis,1,3
30-May-17,Ohio,Middletown,3,1
29-May-17,Kentucky,Louisville,3,1
28-May-17,Alabama,Phenix City,12,0
28-May-17,New Jersey,Paterson,5,1
28-May-17,Mississippi,Moss Point,5,0
27-May-17,New York,New York (Manhattan),4,0
27-May-17,Mississippi,Bogue Chitto,0,8
27-May-17,District of Columbia,Washington,7,1
26-May-17,Florida,Miami,4,0
21-May-17,Iowa,Des Moines,3,1
21-May-17,Arizona,Mesa,4,0
20-May-17,Pennsylvania,Philadelphia,10,0
16-May-17,South Carolina,Ruffin,1,3
14-May-17,Arkansas,Jonesboro,6,1
14-May-17,Illinois,Dolton,4,0
14-May-17,Florida,Avon Park,5,0
14-May-17,Texas,Fort Worth,4,0
10-May-17,New Jersey,Trenton,3,1
9-May-17,Kansas,Kansas City,1,3
7-May-17,Illinois,Chicago,8,2
4-May-17,Michigan,Flint,3,1
2-May-17,Florida,Jacksonville,3,1
1-May-17,Texas,Dallas,3,1
30-Apr-17,California,San Diego,6,1
30-Apr-17,Kansas,Topeka,1,3
30-Apr-17,Florida,Jacksonville,5,0
30-Apr-17,South Carolina,Loris,5,1
29-Apr-17,California,Los Angeles (Boyle Heights),3,1
29-Apr-17,California,Whittier,3,1
29-Apr-17,California,Sacramento,5,0
29-Apr-17,Maryland,Germantown,3,1
29-Apr-17,California,Compton,4,0
29-Apr-17,Virginia,Virginia Beach,4,0
28-Apr-17,Pennsylvania,Chester,4,0
