Date,State,City_country,n_killed,n_injured
27-Apr-17,New Jersey,Newark,3,1
26-Apr-17,Florida,Miami,4,0
21-Apr-17,Florida,Palm Bay,2,2
20-Apr-17,Kentucky,Louisville,4,0
16-Apr-17,California,Vallejo,4,0
16-Apr-17,North Carolina,Elizabeth City,4,0
16-Apr-17,Ohio,Columbus,9,0
15-Apr-17,Illinois,Rock Falls,4,0
15-Apr-17,Pennsylvania,Philadelphia,4,0
15-Apr-17,Indiana,Indianapolis,4,0
15-Apr-17,Alabama,Birmingham,6,0
15-Apr-17,Illinois,Harvey,4,0
15-Apr-17,California,Banning,4,0
13-Apr-17,Georgia,Atlanta,3,1
9-Apr-17,Texas,San Antonio,3,1
9-Apr-17,Indiana,Fort Wayne,3,1
7-Apr-17,North Carolina,Hickory,1,3
7-Apr-17,Minnesota,Saint Paul,1,3
7-Apr-17,Illinois,Chicago,5,1
7-Apr-17,Texas,Houston,0,4
6-Apr-17,Louisiana,Lake Charles,3,1
3-Apr-17,Pennsylvania,Philadelphia,1,3
3-Apr-17,Texas,Lubbock,7,0
2-Apr-17,Illinois,Chicago,4,2
2-Apr-17,Iowa,Des Moines,5,0
1-Apr-17,California,Pittsburg,5,0
1-Apr-17,Florida,Tampa,4,1
1-Apr-17,Oklahoma,Oklahoma City,3,2
30-Mar-17,Illinois,Chicago,0,4
27-Mar-17,Florida,Sanford,4,2
26-Mar-17,Ohio,Cleveland,2,2
26-Mar-17,Texas,Houston,4,2
26-Mar-17,Ohio,Cincinnati,15,1
25-Mar-17,Tennessee,Knoxville,4,1
25-Mar-17,Michigan,Detroit,3,1
25-Mar-17,Ohio,Cleveland,2,2
24-Mar-17,California,Fresno,4,1
24-Mar-17,Missouri,Saint Louis,6,1
22-Mar-17,Wisconsin,Rothschild,0,4
19-Mar-17,Kentucky,Louisville,5,1
18-Mar-17,Michigan,Detroit,1,3
15-Mar-17,Louisiana,Metairie,1,3
10-Mar-17,Illinois,Chicago,2,2
10-Mar-17,Louisiana,New Orleans (Gentilly),1,3
7-Mar-17,Illinois,Chicago,4,0
5-Mar-17,Georgia,Columbus,4,0
4-Mar-17,Kansas,Topeka,4,1
4-Mar-17,California,Sacramento,4,0
3-Mar-17,Pennsylvania,Philadelphia,4,0
3-Mar-17,California,Riverside,5,0
28-Feb-17,Ohio,Cincinnati,6,0
27-Feb-17,Virginia,Newport News,4,0
26-Feb-17,Indiana,Gary,4,1
25-Feb-17,Ohio,Warren,3,2
25-Feb-17,Florida,Jacksonville,4,1
22-Feb-17,New York,Rochester,4,0
21-Feb-17,Ohio,Cleveland,4,0
21-Feb-17,Mississippi,Toomsuba,0,4
20-Feb-17,Ohio,Cleveland,5,0
19-Feb-17,Virginia,Norfolk,3,1
18-Feb-17,Pennsylvania,Philadelphia,4,0
18-Feb-17,Indiana,South Bend,3,1
15-Feb-17,California,Salinas,4,0
15-Feb-17,Illinois,Chicago,1,3
12-Feb-17,Missouri,Caruthersville,5,1
12-Feb-17,New York,Newburgh,3,1
12-Feb-17,Florida,Greenville,5,0
11-Feb-17,Illinois,Chicago,3,1
11-Feb-17,Tennessee,Savannah,4,0
10-Feb-17,Louisiana,New Orleans,5,1
9-Feb-17,Mississippi,Jackson,0,2
8-Feb-17,Ohio,Cleveland,4,1
7-Feb-17,South Carolina,Columbia,4,0
7-Feb-17,Arkansas,Little Rock,3,1
6-Feb-17,Mississippi,Yazoo City,0,4
31-Jan-17,Tennessee,Memphis,4,0
31-Jan-17,District of Columbia,Washington,4,0
30-Jan-17,Minnesota,Minneapolis (Crystal),4,0
29-Jan-17,Louisiana,Shreveport,3,1
27-Jan-17,Washington,Bremerton,0,4
27-Jan-17,Tennessee,Brownsville,10,0
26-Jan-17,Georgia,Albany,3,2
25-Jan-17,Illinois,Chicago,6,0
22-Jan-17,Texas,Manvel,2,2
22-Jan-17,Illinois,Chicago (Englewood),4,0
22-Jan-17,Georgia,Atlanta,1,3
21-Jan-17,Georgia,Jonesboro,6,0
21-Jan-17,Florida,Boynton Beach,5,0
21-Jan-17,Tennessee,Memphis,2,2
20-Jan-17,Mississippi,Como,4,1
20-Jan-17,California,Fresno,4,0
16-Jan-17,Texas,Houston,4,0
16-Jan-17,Florida,Miami,8,0
15-Jan-17,Colorado,Capulin,1,3
15-Jan-17,Mississippi,Magnolia,4,1
12-Jan-17,Missouri,Kansas City,2,3
12-Jan-17,California,Salinas,2,2
11-Jan-17,New Jersey,Newark,3,1
11-Jan-17,Illinois,Chicago,3,1
7-Jan-17,Michigan,Flint,3,1
6-Jan-17,California,Pasadena,2,2
6-Jan-17,Florida,Fort Lauderdale,6,5
4-Jan-17,California,Fontana,1,3
3-Jan-17,Texas,Allen,4,0
1-Jan-17,Mississippi,Winstonville,5,0
1-Jan-17,Texas,Dallas,3,1
1-Jan-17,Florida,Miami,7,0
31-Dec-18,Ohio,Cleveland,2,3
29-Dec-18,Ohio,Lima,3,1
28-Dec-18,Missouri,Saint Charles,0,4
24-Dec-18,Louisiana,Lutcher,2,2
23-Dec-18,Missouri,Springfield,6,1
22-Dec-18,Nevada,Las Vegas,4,0
18-Dec-18,Maryland,Baltimore,4,0
15-Dec-18,Florida,Miami,5,0
14-Dec-18,Colorado,Colorado Springs,3,1
13-Dec-18,Pennsylvania,Philadelphia,4,0
11-Dec-18,Louisiana,Natchitoches,3,1
9-Dec-18,Wisconsin,Madison,4,0
8-Dec-18,California,Inglewood,5,0
8-Dec-18,New York,Corona (Queens),5,0
1-Dec-18,Florida,Miami,5,0
26-Nov-18,Tennessee,Powell,4,0
25-Nov-18,Alabama,Demopolis,2,2
25-Nov-18,California,Oakland,4,0
25-Nov-18,Texas,Houston,3,1
23-Nov-18,Florida,Miami,5,2
22-Nov-18,Indiana,Fort Wayne,2,3
21-Nov-18,Missouri,Saint Louis,4,0
19-Nov-18,Colorado,Denver,3,1
19-Nov-18,Pennsylvania,Philadelphia,0,4
18-Nov-18,California,Los Angeles (Watts),3,1
16-Nov-18,Arkansas,Little Rock,1,3
14-Nov-18,Louisiana,Baton Rouge,1,3
13-Nov-18,New Mexico,Gallup,1,3
12-Nov-18,North Carolina,Dunn,1,3
11-Nov-18,Arizona,Globe,1,3
7-Nov-18,California,Thousand Oaks,2,12
3-Nov-18,New York,Watertown,5,0
2-Nov-18,California,Long Beach (North Long Beach),4,0
2-Nov-18,Florida,Tallahassee,4,2
1-Nov-18,Missouri,Springfield,2,3
1-Nov-18,Minnesota,Minneapolis,5,0
31-Oct-18,Michigan,Detroit,3,1
30-Oct-18,California,Vallejo,3,2
30-Oct-18,California,Los Angeles,5,0
29-Oct-18,California,Riverside,7,0
28-Oct-18,Arkansas,El Dorado,2,2
27-Oct-18,Tennessee,Memphis,5,0
27-Oct-18,Pennsylvania,Pittsburgh,6,11
26-Oct-18,New Jersey,Jersey City,3,1
24-Oct-18,Illinois,Chicago,5,0
22-Oct-18,Illinois,Chicago,6,0
21-Oct-18,Florida,Jacksonville,5,1
21-Oct-18,Washington,Lakewood,3,1
16-Oct-18,Georgia,Atlanta,4,0
15-Oct-18,Tennessee,Columbia,0,4
14-Oct-18,Texas,Fort Worth,4,0
14-Oct-18,Nevada,Las Vegas,1,3
14-Oct-18,California,Palo Alto (East Palo Alto),2,2
13-Oct-18,Texas,Taft,1,4
13-Oct-18,Missouri,Saint Louis,4,0
12-Oct-18,South Carolina,Spartanburg,6,0
12-Oct-18,Nevada,Las Vegas,4,0
8-Oct-18,Alabama,Birmingham,4,0
6-Oct-18,Oklahoma,Tulsa,4,0
6-Oct-18,Texas,Houston,3,1
6-Oct-18,California,Oakland,4,0
4-Oct-18,New Mexico,Espanola (Española),3,1
4-Oct-18,Georgia,Swainsboro,4,0
3-Oct-18,South Carolina,Florence,6,2
3-Oct-18,Pennsylvania,Philadelphia,4,1
1-Oct-18,Illinois,Chicago,2,2
30-Sep-18,California,Compton,3,1
29-Sep-18,Florida,Orlando,4,1
28-Sep-18,Pennsylvania,Philadelphia,2,2
24-Sep-18,Tennessee,Memphis,2,3
23-Sep-18,California,Bakersfield,4,1
23-Sep-18,California,Baldwin Park,4,0
22-Sep-18,New York,Hempstead,4,0
21-Sep-18,District of Columbia,Washington,4,0
20-Sep-18,Maryland,Aberdeen,3,3
20-Sep-18,New York,Syracuse,5,0
19-Sep-18,Wisconsin,Middleton,4,0
19-Sep-18,Illinois,Chicago,4,0
19-Sep-18,Pennsylvania,Masontown,4,0
18-Sep-18,Louisiana,New Orleans (Algiers),4,0
18-Sep-18,Tennessee,Memphis,4,0
17-Sep-18,Maryland,Silver Spring,1,3
15-Sep-18,Wisconsin,Milwaukee,4,0
12-Sep-18,California,Bakersfield,0,5
11-Sep-18,Illinois,Chicago,4,0
10-Sep-18,Tennessee,Memphis,5,0
9-Sep-18,Illinois,Elgin,3,1
9-Sep-18,Alabama,Auburn,4,1
9-Sep-18,Florida,Jacksonville,4,0
7-Sep-18,Minnesota,Minneapolis,3,1
6-Sep-18,Ohio,Cincinnati,2,3
4-Sep-18,Georgia,Albany,4,0
2-Sep-18,Texas,San Antonio,4,0
2-Sep-18,New Jersey,Paterson,2,2
2-Sep-18,Alabama,Birmingham,6,0
2-Sep-18,Arkansas,Fort Smith,4,0
2-Sep-18,California,San Bernardino,8,0
2-Sep-18,New Jersey,Trenton,4,0
1-Sep-18,Florida,Fort Lauderdale (Lauderhill),3,1
1-Sep-18,Ohio,Cleveland,7,1
31-Aug-18,Colorado,Aurora,2,2
27-Aug-18,Arkansas,Pine Bluff,3,1
26-Aug-18,Florida,Jacksonville,9,2
25-Aug-18,Virginia,Richmond,5,0
25-Aug-18,Tennessee,Nashville,4,1
23-Aug-18,Pennsylvania,Philadelphia,4,0
23-Aug-18,Maryland,Baltimore,4,0
22-Aug-18,Missouri,Saint Louis,4,0
21-Aug-18,Tennessee,Memphis,4,0
20-Aug-18,Tennessee,Jackson,4,1
20-Aug-18,Ohio,Cleveland,3,1
19-Aug-18,Illinois,Chicago,5,0
18-Aug-18,New York,Bronx,4,0
17-Aug-18,Illinois,Chicago,7,0
15-Aug-18,South Carolina,Greenwood,5,0
14-Aug-18,Pennsylvania,Wyncote,5,0
12-Aug-18,Pennsylvania,Pittsburgh,4,0
12-Aug-18,California,Clearlake,1,3
11-Aug-18,California,San Francisco,4,1
11-Aug-18,Colorado,Thornton,3,1
11-Aug-18,Ohio,Columbus,3,0
10-Aug-18,Missouri,Saint Louis,4,0
10-Aug-18,Michigan,Detroit,4,0
8-Aug-18,New Jersey,Paterson,4,0
8-Aug-18,Pennsylvania,Philadelphia,4,2
5-Aug-18,Illinois,Chicago,4,1
5-Aug-18,Illinois,Chicago,5,1
5-Aug-18,Illinois,Chicago,8,0
5-Aug-18,Illinois,Chicago,4,0
5-Aug-18,Illinois,Chicago,4,0
4-Aug-18,Nevada,Las Vegas,6,0
4-Aug-18,Missouri,Kansas City,6,0
4-Aug-18,Illinois,Chicago,3,1
4-Aug-18,Wisconsin,Milwaukee,4,0
31-Jul-18,California,Gardena,3,2
30-Jul-18,Georgia,Savannah,4,0
30-Jul-18,Illinois,Chicago,4,0
29-Jul-18,Pennsylvania,York,4,0
29-Jul-18,Arizona,Phoenix,4,1
29-Jul-18,Michigan,Lansing,4,0
28-Jul-18,Louisiana,New Orleans,7,3
28-Jul-18,California,Los Angeles,4,2
27-Jul-18,Texas,Robstown,0,4
27-Jul-18,Illinois,Chicago,4,0
26-Jul-18,Ohio,Cleveland,6,1
26-Jul-18,California,Oakland,2,2
26-Jul-18,Texas,Dallas,6,0
25-Jul-18,Louisiana,New Orleans,4,0
23-Jul-18,Illinois,Chicago,5,0
21-Jul-18,Maryland,Baltimore,4,0
21-Jul-18,Illinois,Chicago,5,2
20-Jul-18,Washington,Sunnyside,4,1
20-Jul-18,New Jersey,Elizabeth,4,0
18-Jul-18,Oklahoma,Oklahoma City,4,0
16-Jul-18,Florida,Palm Beach Gardens (Riviera Beach),4,2
16-Jul-18,Pennsylvania,Philadelphia,4,1
16-Jul-18,District of Columbia,Washington,4,1
15-Jul-18,Colorado,Denver,4,0
15-Jul-18,Tennessee,Chattanooga,5,0
14-Jul-18,Maryland,Fort Washington,4,0
13-Jul-18,Virginia,Richmond,3,1
12-Jul-18,Tennessee,Memphis,5,0
11-Jul-18,Texas,Houston,4,0
11-Jul-18,Florida,Reddick,4,0
9-Jul-18,Florida,Orlando,4,1
9-Jul-18,Delaware,Wilmington,0,4
8-Jul-18,Alabama,Brandon,5,0
8-Jul-18,Tennessee,Memphis,4,0
7-Jul-18,Alabama,Wetumpka,2,2
5-Jul-18,New York,Brooklyn,4,0
5-Jul-18,New York,Albany,4,0
5-Jul-18,California,Los Angeles,3,3
5-Jul-18,Virginia,Virginia Beach,6,0
5-Jul-18,Ohio,Lima,5,1
4-Jul-18,Georgia,Atlanta,3,1
3-Jul-18,Missouri,Saint Louis,5,1
3-Jul-18,District of Columbia,Washington,4,0
2-Jul-18,New York,Buffalo,2,2
1-Jul-18,Illinois,Chicago,6,0
30-Jun-18,Maryland,Baltimore,6,0
30-Jun-18,Georgia,Ashburn,6,1
30-Jun-18,New Jersey,Jersey City,5,0
28-Jun-18,Maryland,Annapolis,0,5
27-Jun-18,California,Oakland,3,1
27-Jun-18,Texas,San Antonio,4,0
27-Jun-18,Connecticut,Hartford,4,0
25-Jun-18,Illinois,Chicago,6,0
24-Jun-18,North Carolina,Sanford,5,1
24-Jun-18,Florida,Punta Gorda,4,0
24-Jun-18,Florida,Indiantown,4,0
24-Jun-18,Florida,Palm Beach Gardens (Riviera Beach),3,1
24-Jun-18,Indiana,Gary,3,1
24-Jun-18,Ohio,Sandusky,5,0
23-Jun-18,Kansas,Wichita,4,0
23-Jun-18,Illinois,Chicago,4,1
23-Jun-18,Tennessee,Covington,4,0
22-Jun-18,Pennsylvania,Homestead (Munhall),3,1
21-Jun-18,California,San Bernardino,3,1
21-Jun-18,Louisiana,Morganza,4,0
21-Jun-18,Illinois,Chicago,4,0
20-Jun-18,California,Modesto,5,0
19-Jun-18,Alabama,Huntsville,4,0
18-Jun-18,Illinois,Bloomington,1,3
18-Jun-18,Illinois,Chicago,3,2
17-Jun-18,North Carolina,Charlotte,4,0
17-Jun-18,New Jersey,Trenton,17,0
17-Jun-18,Georgia,Macon,3,1
17-Jun-18,Illinois,Chicago,4,0
14-Jun-18,California,Union City,5,0
14-Jun-18,New York,Buffalo,4,1
14-Jun-18,California,Tracy,4,1
14-Jun-18,Colorado,Westminster,3,1
14-Jun-18,Pennsylvania,Philadelphia,4,0
12-Jun-18,New York,Bronx,4,0
11-Jun-18,Alabama,Montgomery,4,0
11-Jun-18,Florida,Orlando,0,5
10-Jun-18,California,Valley Village,6,0
10-Jun-18,Indiana,Indianapolis (Lawrence),4,1
10-Jun-18,Illinois,Aurora,7,0
10-Jun-18,Florida,Bradenton,5,1
10-Jun-18,Illinois,Chicago,5,1
10-Jun-18,Illinois,Bloomington,2,2
9-Jun-18,North Carolina,Kannapolis,4,0
9-Jun-18,Massachusetts,Boston,4,0
9-Jun-18,Pennsylvania,Philadelphia,4,1
5-Jun-18,Florida,Jacksonville,1,3
3-Jun-18,Texas,Dallas,5,0
3-Jun-18,Illinois,Chicago,3,1
2-Jun-18,Nebraska,Omaha,6,1
2-Jun-18,New York,Buffalo,5,0
31-May-18,South Carolina,Timmonsville,2,3
27-May-18,Louisiana,Shreveport,4,0
27-May-18,Colorado,Aurora,3,1
25-May-18,Ohio,Cincinnati,4,0
20-May-18,Indiana,Anderson,4,0
20-May-18,Mississippi,Hazlehurst,7,1
18-May-18,Texas,Santa Fe,13,10
16-May-18,Texas,Ponder,1,4
14-May-18,Maryland,Baltimore,4,0
13-May-18,California,Los Angeles,2,2
13-May-18,California,Stockton,2,3
13-May-18,Mississippi,Byhalia,4,0
12-May-18,Nebraska,Omaha,6,0
12-May-18,New Jersey,Paulsboro,4,0
11-May-18,Missouri,Saint Louis,4,0
11-May-18,Oklahoma,Talihina,4,0
9-May-18,Missouri,Saint Louis,4,0
9-May-18,Nebraska,Omaha,4,0
7-May-18,California,San Diego,5,0
6-May-18,Oklahoma,Stillwater,4,0
6-May-18,Tennessee,Memphis,4,2
5-May-18,Georgia,Columbus,5,0
4-May-18,North Carolina,Henderson,4,0
4-May-18,Illinois,Chicago Heights,4,0
2-May-18,Illinois,Chicago,4,1
2-May-18,New York,Brooklyn,4,1
2-May-18,Minnesota,Minneapolis,4,0
1-May-18,Louisiana,New Orleans,5,0
30-Apr-18,Florida,Pompano Beach,4,0
30-Apr-18,District of Columbia,Washington,4,0
29-Apr-18,Tennessee,Wartburg,4,0
29-Apr-18,Washington,Seattle (Skyway),2,2
29-Apr-18,North Carolina,Monroe,3,1
29-Apr-18,Florida,West Palm Beach,3,1
28-Apr-18,North Carolina,Maxton,5,0
25-Apr-18,Arkansas,Pine Bluff,4,0
25-Apr-18,Missouri,Saint Louis,1,3
24-Apr-18,Michigan,Flint,4,0
22-Apr-18,Tennessee,Antioch,3,4
22-Apr-18,Louisiana,New Orleans,4,2
21-Apr-18,Pennsylvania,Philadelphia,2,2
20-Apr-18,California,San Francisco,5,1
18-Apr-18,North Carolina,Asheville,3,3
15-Apr-18,Louisiana,Shreveport,6,0
9-Apr-18,California,Vallejo,4,0
8-Apr-18,North Carolina,Hickory,3,1
8-Apr-18,Florida,Miami,2,2
6-Apr-18,Florida,Jacksonville,4,0
6-Apr-18,Virginia,Virginia Beach,3,1
4-Apr-18,Louisiana,New Orleans,2,2
2-Apr-18,Texas,Houston,3,1
1-Apr-18,Michigan,Saginaw,5,0
1-Apr-18,Alabama,Mobile,4,1
31-Mar-18,New Jersey,Asbury Park,5,0
29-Mar-18,Texas,Plano,3,1
29-Mar-18,New Jersey,Camden,4,0
24-Mar-18,Utah,Salt Lake City (West Valley City),4,0
21-Mar-18,California,San Francisco,5,0
17-Mar-18,Kentucky,Louisville,7,0
17-Mar-18,Illinois,Harvey,4,0
13-Mar-18,Florida,Macclenny,4,0
12-Mar-18,California,Modesto,4,0
11-Mar-18,Indiana,South Bend,6,0
11-Mar-18,Illinois,Champaign,3,1
11-Mar-18,Michigan,Saginaw,4,1
9-Mar-18,North Carolina,Wadesboro,1,3
7-Mar-18,Alabama,Hurtsboro,2,2
4-Mar-18,Illinois,Rockford,4,1
3-Mar-18,New York,Brooklyn,3,1
3-Mar-18,Florida,Miami,4,0
27-Feb-18,Connecticut,Bridgeport,4,0
26-Feb-18,Michigan,Detroit,0,4
23-Feb-18,Florida,Palm Beach Gardens (Riviera Beach),3,1
18-Feb-18,Texas,San Antonio,5,0
17-Feb-18,Kansas,Kansas City,7,1
17-Feb-18,Tennessee,Memphis,5,0
16-Feb-18,Oklahoma,Oklahoma City,3,1
14-Feb-18,Florida,Pompano Beach (Parkland),17,17
13-Feb-18,Louisiana,New Orleans,3,2
11-Feb-18,Michigan,Detroit,3,3
10-Feb-18,Kentucky,Paintsville,0,4
7-Feb-18,Florida,Lake Worth (Lantana),3,2
5-Feb-18,Colorado,Colorado Springs,4,1
3-Feb-18,Ohio,Cleveland (Garfield Heights),5,1
31-Jan-18,Missouri,Saint Louis,4,0
28-Jan-18,Pennsylvania,Melcroft,0,4
28-Jan-18,Indiana,Indianapolis,2,2
28-Jan-18,Pennsylvania,Reading,0,4
27-Jan-18,Kentucky,Bowling Green,4,0
27-Jan-18,California,Los Angeles,5,0
25-Jan-18,District of Columbia,Washington,4,0
23-Jan-18,Kentucky,Benton,14,2
23-Jan-18,Pennsylvania,Philadelphia,4,0
21-Jan-18,Florida,Orlando,4,0
21-Jan-18,Illinois,Chicago,4,0
17-Jan-18,District of Columbia,Washington,3,1
15-Jan-18,Florida,Alachua,5,0
14-Jan-18,Alabama,Eutaw,4,1
14-Jan-18,Alabama,Madison,4,0
12-Jan-18,Tennessee,Nashville,2,3
11-Jan-18,Missouri,Saint Robert (St Robert),2,2
7-Jan-18,Alabama,Union Springs,5,1
7-Jan-18,Florida,Plantation,4,0
5-Jan-18,Mississippi,Hattiesburg,6,0
4-Jan-18,Arkansas,Brinkley,3,1
1-Jan-18,Alabama,Huntsville,3,1
29-Dec-19,Illinois,Danville,5,0
29-Dec-19,New York,Buffalo,3,1
29-Dec-19,California,Ceres,5,0
27-Dec-19,California,Modesto,3,1
27-Dec-19,Texas,Houston,7,2
27-Dec-19,Georgia,Kennesaw,4,0
26-Dec-19,Florida,Saint Petersburg,5,0
25-Dec-19,California,Oakland,4,0
25-Dec-19,Iowa,Coralville,3,1
25-Dec-19,Virginia,Richmond,3,1
24-Dec-19,Louisiana,New Orleans,4,0
24-Dec-19,Illinois,Joliet,5,0
24-Dec-19,North Carolina,High Point,6,0
22-Dec-19,Maryland,Baltimore,7,0
22-Dec-19,Minnesota,Minneapolis (Spring Lake Park),7,1
22-Dec-19,Illinois,Chicago,12,0
21-Dec-19,Louisiana,Edgard,4,0
20-Dec-19,Mississippi,Waynesboro,6,1
20-Dec-19,Alabama,Tuskegee,2,2
18-Dec-19,Texas,San Antonio,4,0
17-Dec-19,Montana,Great Falls,1,3
15-Dec-19,Georgia,Columbus,4,1
14-Dec-19,California,Ivanhoe,4,0
12-Dec-19,Missouri,Saint Louis (Moline Acres),3,1
10-Dec-19,New Jersey,Jersey City,3,4
8-Dec-19,Texas,Desoto,3,2
8-Dec-19,Louisiana,New Orleans,4,1
6-Dec-19,Florida,Pensacola,8,3
4-Dec-19,Alabama,Montgomery,2,2
1-Dec-19,Michigan,Kalamazoo,3,1
1-Dec-19,Louisiana,Cotton Valley,3,2
1-Dec-19,Louisiana,New Orleans,2,2
1-Dec-19,Illinois,Aurora,4,1
1-Dec-19,Louisiana,New Orleans,11,0
30-Nov-19,Arkansas,Hensley,5,0
29-Nov-19,Texas,Amarillo,7,0
27-Nov-19,New York,Bronx,5,0
25-Nov-19,Florida,Brownsville,2,2
24-Nov-19,Alabama,Birmingham,4,1
24-Nov-19,California,Los Angeles,6,0
24-Nov-19,Louisiana,Cottonport,2,2
23-Nov-19,California,Los Angeles,4,0
23-Nov-19,Louisiana,Tallulah,6,1
21-Nov-19,Washington,Everett,4,0
21-Nov-19,California,Long Beach,5,0
20-Nov-19,California,Richmond,4,0
18-Nov-19,New Jersey,Newark,4,1
17-Nov-19,California,Fresno,6,4
17-Nov-19,Ohio,Cleveland,4,0
16-Nov-19,California,San Diego,0,5
14-Nov-19,California,Santa Clarita,3,2
11-Nov-19,Florida,Belle Glade,4,0
10-Nov-19,Missouri,Kansas City,4,0
10-Nov-19,Tennessee,Memphis,4,1
10-Nov-19,Arkansas,Little Rock,4,0
9-Nov-19,Michigan,Detroit,4,0
9-Nov-19,Georgia,Vidalia,4,0
7-Nov-19,Georgia,Conyers,3,1
4-Nov-19,Texas,Houston,3,1
3-Nov-19,Ohio,Toledo,4,0
3-Nov-19,Texas,Nacogdoches,3,1
2-Nov-19,Louisiana,Baton Rouge,4,0
2-Nov-19,Michigan,Detroit,4,1
1-Nov-19,Arizona,Tolleson,5,0
1-Nov-19,Texas,San Angelo,4,0
31-Oct-19,California,Orinda,3,5
30-Oct-19,Pennsylvania,Philadelphia,0,4
29-Oct-19,Maryland,Baltimore,3,1
29-Oct-19,California,Long Beach,9,3
28-Oct-19,Maryland,Baltimore,3,1
27-Oct-19,Michigan,Detroit,4,0
27-Oct-19,Michigan,Lansing,4,1
26-Oct-19,Texas,Greenville,6,2
24-Oct-19,Oklahoma,Oklahoma City,2,2
22-Oct-19,Oklahoma,Oklahoma City (Midwest City),3,1
21-Oct-19,South Carolina,Sumter,4,0
20-Oct-19,Texas,Port Arthur,3,1
19-Oct-19,Pennsylvania,Duquesne,4,0
19-Oct-19,Texas,El Paso,4,1
15-Oct-19,Ohio,Columbus,4,0
13-Oct-19,Pennsylvania,Philadelphia,6,0
13-Oct-19,Ohio,Akron,4,0
12-Oct-19,New York,Brooklyn,3,3
12-Oct-19,Illinois,Chicago,0,5
12-Oct-19,Pennsylvania,Philadelphia,3,1
12-Oct-19,Maryland,Baltimore,3,1
12-Oct-19,Michigan,Eastpointe,5,1
10-Oct-19,Florida,Tampa,2,2
10-Oct-19,Pennsylvania,Philadelphia,5,0
9-Oct-19,Massachusetts,Lowell,5,0
9-Oct-19,Maryland,Baltimore,3,1
7-Oct-19,Massachusetts,Abington,0,4
6-Oct-19,Indiana,Evansville,5,0
6-Oct-19,Colorado,Denver,4,0
6-Oct-19,Kansas,Kansas City,5,4
5-Oct-19,Missouri,Saint Louis,5,0
3-Oct-19,North Carolina,Roxboro,3,1
3-Oct-19,Missouri,Marshall,3,1
1-Oct-19,Missouri,Saint Louis,4,0
29-Sep-19,Illinois,Round Lake (Round Lake Park),3,1
29-Sep-19,Wisconsin,Milwaukee,4,0
29-Sep-19,Florida,Jacksonville,4,0
29-Sep-19,Kansas,Claflin,4,0
29-Sep-19,Texas,Beaumont,0,4
24-Sep-19,Illinois,Chicago,3,1
23-Sep-19,Indiana,Gary,2,2
22-Sep-19,Missouri,Kansas City,5,0
21-Sep-19,Louisiana,New Orleans,4,0
21-Sep-19,South Carolina,Lancaster,8,2
21-Sep-19,Ohio,Cleveland,0,4
21-Sep-19,Indiana,Indianapolis,6,0
20-Sep-19,Louisiana,New Orleans,5,1
19-Sep-19,District of Columbia,Washington,5,1
18-Sep-19,Illinois,Chicago,1,3
18-Sep-19,California,Wilmington,2,2
16-Sep-19,Wyoming,Cheyenne,2,2
14-Sep-19,Missouri,Saint Louis,3,1
14-Sep-19,California,Oakland,4,1
14-Sep-19,Georgia,Lagrange,4,0
12-Sep-19,New Mexico,Albuquerque,0,1
12-Sep-19,New Mexico,Albuquerque,2,4
10-Sep-19,Illinois,Chicago,4,0
8-Sep-19,South Carolina,Sumter,2,2
8-Sep-19,Louisiana,Alexandria,3,1
7-Sep-19,North Carolina,Whiteville,1,3
4-Sep-19,Florida,Jacksonville,4,0
4-Sep-19,Louisiana,Marrero,2,2
2-Sep-19,North Carolina,Greensboro,2,2
2-Sep-19,Illinois,Chicago,4,0
2-Sep-19,Alabama,Elkmont,0,5
1-Sep-19,Connecticut,Hartford,3,1
1-Sep-19,North Carolina,Rocky Mount,4,0
1-Sep-19,Alabama,Valley,7,0
1-Sep-19,Ohio,Toledo,4,0
31-Aug-19,North Carolina,Charlotte,3,1
31-Aug-19,South Carolina,Moncks Corner,4,0
31-Aug-19,Texas,Odessa,23,7
31-Aug-19,Pennsylvania,Philadelphia,2,2
31-Aug-19,Maryland,Baltimore,4,0
31-Aug-19,Maryland,Frederick,4,0
31-Aug-19,Illinois,Chicago,3,2
30-Aug-19,Maryland,Baltimore,3,1
30-Aug-19,Alabama,Mobile,9,0
29-Aug-19,Maryland,Baltimore,3,1
25-Aug-19,New Mexico,Hobbs,4,3
25-Aug-19,Illinois,Chicago,3,1
24-Aug-19,Maryland,Temple Hills (Camp Springs),7,0
24-Aug-19,Massachusetts,Lynn,3,1
23-Aug-19,Texas,Houston,2,2
23-Aug-19,Georgia,Dublin,4,0
23-Aug-19,Missouri,Saint Louis,3,1
22-Aug-19,South Carolina,Columbia,2,2
22-Aug-19,California,Los Angeles,4,0
20-Aug-19,Georgia,Atlanta,4,0
18-Aug-19,Missouri,Kansas City,4,0
17-Aug-19,Texas,Houston,6,0
15-Aug-19,Alabama,Montgomery,3,2
15-Aug-19,Pennsylvania,Philadelphia,5,0
14-Aug-19,Pennsylvania,Philadelphia,6,0
13-Aug-19,Washington,Tacoma,3,2
12-Aug-19,Mississippi,Greenwood,4,0
11-Aug-19,Illinois,Chicago,6,0
10-Aug-19,Virginia,Richmond,4,0
10-Aug-19,California,San Francisco,4,0
9-Aug-19,Illinois,Chicago,4,0
7-Aug-19,Missouri,Saint Louis,1,3
5-Aug-19,New York,Brooklyn,4,0
